date,y,sa,t,s,i
2020-11-01,143.5,139.49998996304336,139.4999913082289,4.000010036956631,-1.3451855522816913e-06
2020-12-01,139.75,139.74997768093706,139.74998880906602,2.2319062932540934e-05,-1.1128128960535832e-05
2021-01-01,138.0,139.9999953557865,139.99999386064965,-1.9999953557865047,1.495136842777356e-06
2021-02-01,142.25,140.25000611211323,140.25000027804637,1.9999938878867767,5.834066854504272e-06
2021-03-01,145.5,140.50000775386226,140.5000017320232,4.999992246137729,6.021839055847522e-06
2021-04-01,143.75,140.74999792374214,140.74999812191822,3.000002076257863,-1.9817608176708745e-07
2021-05-01,141.0,140.99998730941005,140.99999544451651,1.2690589956262006e-05,-8.135106469353559e-06
2021-06-01,138.25,141.24999664411453,141.2500000665601,-2.999996644114533,-3.4224455589537683e-06
2021-07-01,136.5,141.50001276746454,141.50001094574804,-5.000012767464553,1.8217164949874132e-06
2021-08-01,137.75,141.75002528941852,141.75002898744725,-4.0000252894185175,-3.6980287347887497e-06
2021-09-01,141.0,142.00002984554573,142.0000277751691,-1.0000298455457293,2.0703766381302557e-06
2021-10-01,143.25,142.2500238830774,142.25000213823776,0.9999761169226099,2.1744839642678926e-05
2021-11-01,146.5,142.50001546723374,142.49997135867906,3.999984532766269,4.4108554675403866e-05
2021-12-01,142.75,142.7498338734308,142.74995846356546,0.00016612656922438036,-0.00012459013467491786
2022-01-01,141.0,143.00001841965639,142.99997049915868,-2.0000184196563784,4.79204977068548e-05
2022-02-01,145.25,143.2500243751984,143.24999347371002,1.9999756248016083,3.090148837259221e-05
2022-03-01,148.5,143.50001362464738,143.50000758962966,4.999986375352611,6.03501771934134e-06
2022-04-01,146.75,143.74999548823456,143.75000691969743,3.000004511765438,-1.1431462866084985e-05
2022-05-01,144.0,143.99999644769193,144.0000131713641,3.552308072303964e-06,-1.6723672160878778e-05
2022-06-01,141.25,144.25004502960857,144.25006318271807,-3.0000450296085663,-1.815310949382365e-05
2022-07-01,139.5,144.50011157397145,144.50013497716046,-5.000111573971441,-2.340318900451166e-05
2022-08-01,140.75,144.75019584230174,144.75019332973864,-4.000195842301749,2.512563099799081e-06
2022-09-01,144.0,145.00020530105556,145.00010604672477,-1.0002053010555647,9.925433079160939e-05
2022-10-01,146.25,145.25000086381849,145.24989578820248,0.9999991361815123,0.00010507561600547888
2022-11-01,149.5,145.4997435850272,145.49970905993015,4.000256414972807,3.4525097049709075e-05
2022-12-01,145.75,145.74912026931563,145.74967895296663,0.0008797306843699689,-0.000558683651007641
2023-01-01,144.0,146.00013741034033,145.9998180991252,-2.0001374103403258,0.00031931121512229765
2023-02-01,148.25,146.25013655582222,146.2500130975375,1.999863444177788,0.00012345828471893583
2023-03-01,151.5,146.50011144476167,146.50012753270565,4.999888555238339,-1.6087943976117458e-05
2023-04-01,149.75,146.7500783202467,146.75012246042988,2.9999216797532924,-4.414018317788759e-05
2023-05-01,147.0,147.0000733575457,147.00009244642342,-7.335754567411312e-05,-1.9088877735384813e-05
2023-06-01,144.25,147.25012976851906,147.25017198139972,-3.0001297685190624,-4.2212880657643836e-05
2023-07-01,142.5,147.50023238428085,147.50029683931217,-5.000232384280862,-6.445503132113117e-05
2023-08-01,143.75,147.7504042228873,147.75038666348686,-4.00040422288731,1.75594004474533e-05
2023-09-01,147.0,148.00042017717786,148.00019647206008,-1.0004201771778685,0.0002237051177758076
2023-10-01,149.25,148.24997163685205,148.24978228113176,1.0000283631479512,0.00018935572029477044
2023-11-01,152.5,148.49940793341435,148.49942984497503,4.000592066585661,-2.191156067965494e-05
2023-12-01,148.75,148.74824464256267,148.74938971532623,0.001755357437324608,-0.0011450727635633484
2024-01-01,147.0,149.00028757696595,148.99967430647555,-2.0002875769659525,0.0006132704903905051
2024-02-01,151.25,149.25027309386212,149.2500562865473,1.9997269061378784,0.00021680731481410476
2024-03-01,154.5,149.50022852820845,149.50027374876672,4.999771471791539,-4.522055826328142e-05
2024-04-01,152.75,149.750180882909,149.7502593533994,2.9998191170909836,-7.847049039355625e-05
2024-05-01,150.0,150.00017441384992,150.00019172415568,-0.00017441384990963816,-1.7310305764794975e-05
2024-06-01,147.25,150.25023493299315,150.25030569577282,-3.000234932993165,-7.076277967144051e-05
2024-07-01,145.5,150.5003732097204,150.50049142472557,-5.000373209720411,-0.00011821500515907246
2024-08-01,146.75,150.75065153094127,150.75052549040558,-4.000651530941276,0.00012604053569020834
2024-09-01,150.0,151.00067080646429,151.000273192876,-1.0006708064642953,0.00039761358829082383
2024-10-01,152.25,151.2499186825625,151.24988615747594,1.0000813174374925,3.252508656714781e-05
2024-11-01,155.5,151.49897594477846,151.49964825932832,4.001024055221521,-0.0006723145498597205
2024-12-01,151.75,151.74731549587216,151.74973106071647,0.002684504127848295,-0.002415564844312712
