,x13,x13,x13,x13,x13,tramoseats,tramoseats,tramoseats,tramoseats,tramoseats,difference,difference,difference,difference,difference
2011-02-01,120.45565507660099,123.69369850214078,124.33773596300695,-3.2380434255397894,-0.6440374608661728,120.45565507660099,124.1781612491769,124.2895920415349,-3.7225061725759043,-0.11143079235800712,0.0,-0.4844627470361189,0.04814392147204671,0.4844627470361149,-0.5326066685081656
2011-03-01,123.50272300464813,124.64018219365087,124.446333748215,-1.1374591890027421,0.19384844543587576,123.50272300464813,125.04259028194052,124.50314366795509,-1.5398672772923871,0.539446613985433,0.0,-0.402408088289647,-0.056809919740089754,0.402408088289645,-0.34559816854955727
2011-04-01,127.01579441609638,124.98096062745911,124.54810759379859,2.034833788637274,0.4328530336605212,127.01579441609638,124.6661563498697,124.67346582362171,2.3496380662266882,-0.007309473752016515,0.0,0.31480427758941687,-0.12535822982312084,-0.3148042775894142,0.4401625074125377
2011-05-01,129.77444234404496,123.88509513236865,124.68768775284639,5.889347211676303,-0.8025926204777392,129.77444234404496,124.58601805014216,124.83148048571991,5.188424293902797,-0.24546243557774972,0.0,-0.7009229177735108,-0.14379273287352135,0.7009229177735063,-0.5571301848999894
2011-06-01,132.5020436304712,125.25153101546097,124.91029124001481,7.250512615010232,0.34123977544615514,132.5020436304712,124.91293434529254,125.01581718275494,7.589109285178662,-0.10288283746240268,0.0,0.3385966701684282,-0.10552594274012961,-0.33859667016843,0.4441226129085578
2011-07-01,133.10169489653754,124.85354081037687,125.17464798174642,8.248154086160671,-0.3211071713695475,133.10169489653754,124.64829544819483,125.24134372520288,8.453399448342715,-0.5930482770080516,0.0,0.20524536218204048,-0.06669574345646367,-0.20524536218204403,0.27194110563850415
2011-08-01,132.02902936676443,127.23638359244654,125.45260950521079,4.792645774317893,1.7837740872357557,132.02902936676443,126.91318353521717,125.45798540140046,5.11584583154726,1.4551981338167082,0.0,0.3232000572293714,-0.005375896189676155,-0.32320005722936695,0.32857595341904755
2011-09-01,125.63502293592317,125.6213037880117,125.73712081679643,0.013719147911477936,-0.11581702878473266,125.63502293592317,124.85412400236494,125.61381220596168,0.780898933558233,-0.7596882035967383,0.0,0.7671797856467606,0.12330861083475497,-0.767179785646755,0.6438711748120056
2011-10-01,124.1355328826078,126.17395346218397,126.00041981072303,-2.0384205795761714,0.1735336514609429,124.1355328826078,126.15788188025476,125.75837008061633,-2.022348997646958,0.3995117996384323,0.0,0.016071581929210765,0.24204973010670017,-0.01607158192921343,-0.2259781481774894
2011-11-01,118.48369406242706,124.22712421144982,126.21844165264835,-5.74343014902276,-1.9913174411985324,118.48369406242706,124.11954937355455,125.98523385225403,-5.635855311127493,-1.8656844786994782,0.0,0.107574837895271,0.2332078003943252,-0.10757483789526745,-0.1256329624990542
2011-12-01,116.82046525834825,126.19566977100362,126.45728264822155,-9.375204512655365,-0.26161287721792803,116.82046525834825,126.56375341401298,126.34093976089221,-9.743288155664724,0.22281365312076673,0.0,-0.36808364300935636,0.1163428873293384,0.36808364300935814,-0.48442653033869476
2012-01-01,120.65442479019485,127.34081773185012,126.75573676842411,-6.686392941655269,0.5850809634260088,120.65442479019485,127.46702192920705,126.72820773667124,-6.812597139012201,0.7388141925358127,0.0,-0.12620419735692678,0.02752903175287713,0.1262041973569321,-0.15373322910980391
2012-02-01,123.50987659874359,126.7782491865421,127.08280865375187,-3.268372587798509,-0.3045594672097707,123.50987659874359,127.23550356872424,127.0437180897941,-3.7256269699806532,0.19178547893014297,0.0,-0.45725438218214265,0.039090563957770996,0.4572543821821444,-0.49634494613991365
2012-03-01,125.53030620395644,126.71848753033315,127.40654412874468,-1.1881813263767078,-0.688056598411535,125.53030620395644,127.0729971200651,127.31561462279305,-1.5426909161086473,-0.24261750272795268,0.0,-0.354509589731947,0.09092950595163529,0.35450958973193947,-0.4454390956835823
2012-04-01,130.42381839044006,128.37633021973213,127.61824335440333,2.0474881707079384,0.7580868653287922,130.42381839044006,128.07064767372685,127.56464827426963,2.353170716713204,0.5059993994572238,0.0,0.3056825460052721,0.05359508013370373,-0.30568254600526545,0.2520874658715684
2012-05-01,134.1905231517779,128.3122339486056,127.72463814314695,5.878289203172302,0.5875958054586619,134.1905231517779,129.00522541859235,127.72456640394344,5.185297733185566,1.2806590146489043,0.0,-0.6929914699867368,7.173920350567187e-05,0.6929914699867359,-0.6930632091902424
2012-06-01,134.563239122734,127.27463205047431,127.79557079657347,7.288607072259676,-0.5209387460991621,134.563239122734,126.97052942847809,127.79230141947608,7.5927096942559,-0.8217719909979877,0.0,0.30410262199622196,0.0032693770973963865,-0.30410262199622373,0.30083324489882557
2012-07-01,136.26050098039875,128.05760803707057,127.9209077680905,8.202892943328166,0.13670026898006427,136.26050098039875,127.80728246003267,127.87234671996231,8.453218520366072,-0.06506425992964182,0.0,0.2503255770378985,0.0485610481281924,-0.2503255770379056,0.2017645289097061
2012-08-01,132.5493544554644,127.66724670861947,128.15023373048945,4.882107746844925,-0.4829870218699739,132.5493544554644,127.43225699074492,128.02522052537427,5.117097464719478,-0.592963534629348,0.0,0.23498971787455503,0.12501320511518088,-0.23498971787455325,0.10997651275937415
2012-09-01,127.77250578828948,127.68966738525681,128.46014005277397,0.08283840303266428,-0.7704726675171543,127.77250578828948,126.99082312024768,128.29118981763264,0.7816826680417976,-1.300366697384959,0.0,0.6988442650091287,0.1689502351413239,-0.6988442650091333,0.5298940298678048
2012-10-01,127.84921004993876,129.92984082866,128.83731040405274,-2.080630778721243,1.0925304246072471,127.84921004993876,129.86900671530887,128.63501613831153,-2.019796665370114,1.2339905769973427,0.0,0.06083411335112032,0.2022942657412159,-0.06083411335112876,-0.14146015239009557
2012-11-01,123.73685108571554,129.4613254923435,129.21066552364826,-5.724474406627959,0.2506599686952313,123.73685108571554,129.36703508717025,128.91438382361412,-5.630184001454695,0.4526512635561346,0.0,0.09429040517323983,0.2962817000341431,-0.09429040517326381,-0.20199129486090328
2012-12-01,119.91315890570296,129.25590177544436,129.4615381210012,-9.342742869741398,-0.2056363455568544,119.91315890570296,129.66119641355183,129.07298426981623,-9.748037507848885,0.5882121437356034,0.0,-0.40529463810747757,0.3885538511849802,0.40529463810748645,-0.7938484892924578
2013-01-01,122.76747573257666,129.511439405655,129.59932428856868,-6.743963673078356,-0.08788488291367003,122.76747573257666,129.58248997748314,129.13949448188697,-6.815014244906493,0.4429954955961648,0.0,-0.07105057182812402,0.4598298066817108,0.07105057182813734,-0.5308803785098348
2013-02-01,124.14436871226057,127.46289596512247,129.68361864486886,-3.3185272528619025,-2.2207226797463875,124.14436871226057,127.87329349637184,129.19481065742465,-3.7289247841112747,-1.3215171610528103,0.0,-0.41039753124937306,0.4888079874442042,0.41039753124937217,-0.8992055186935772
2013-03-01,128.94604816379265,130.18423813993306,129.76924164308102,-1.2381899761403985,0.41499649685204076,128.94604816379265,130.4921571209866,129.27955858614638,-1.546108957193941,1.2125985348402253,0.0,-0.30791898105354676,0.48968305693463776,0.30791898105354254,-0.7976020379881845
2013-04-01,131.86897053602067,129.7886629546313,129.91449407047705,2.080307581389375,-0.1258311158457559,131.86897053602067,129.51380549951304,129.322914671977,2.3551650365076204,0.19089082753603748,0.0,0.27485745511825144,0.5915793985000448,-0.2748574551182452,-0.3167219433817934
2013-05-01,132.58479972276325,126.72244955196291,130.09706584014515,5.862350170800338,-3.3746162881822386,132.58479972276325,127.40481955969632,129.38812863238118,5.179980163066929,-1.983309072684861,0.0,-0.6823700077334109,0.7089372077639666,0.6823700077334083,-1.3913072154973776
2013-06-01,138.18559489436342,130.87220616890653,130.23890889925553,7.3133887254569006,0.6332972696509955,138.18559489436342,130.58719806261792,129.55698625175825,7.5983968317454975,1.0302118108596687,0.0,0.2850081062886147,0.6819226474972879,-0.28500810628859696,-0.3969145412086732
2013-07-01,138.26242656157035,130.1045606174059,130.31803707158113,8.15786594416446,-0.21347645417523609,138.26242656157035,129.80886888015527,129.72507462950648,8.453557681415084,0.08379425064879342,0.0,0.29569173725062114,0.5929624420746507,-0.2956917372506247,-0.2972707048240295
2013-08-01,135.46040278213567,130.5416310663834,130.29818711654158,4.918771715752285,0.2434439498418044,135.46040278213567,130.34115419664084,129.8236881851555,5.11924858549484,0.5174660114853395,0.0,0.20047686974254475,0.4744989313860799,-0.2004768697425554,-0.27402206164353515
2013-09-01,130.4337632966968,130.28201914924304,130.1884141257051,0.1517441474537704,0.09360502353794686,130.4337632966968,129.64717823970207,129.87995253043755,0.7865850569947496,-0.2327742907354775,0.0,0.6348409095409693,0.3084615952675449,-0.6348409095409792,0.32637931427342437
2013-10-01,127.94988696806762,130.0434507721978,130.06195371458054,-2.093563804130175,-0.018502942382752963,127.94988696806762,129.9701762651131,129.92935992054467,-2.020289297045486,0.040816344568440854,0.0,0.07327450708467609,0.1325937940358699,-0.07327450708468897,-0.05931928695119382
2013-11-01,124.29259123943517,129.9559825426712,129.96320566061337,-5.663391303236028,-0.007223117942174895,124.29259123943517,129.91707990398203,129.98718600320743,-5.624488664546874,-0.07010609922539857,0.0,0.03890263868916577,-0.023980342594057902,-0.03890263868915422,0.06288298128322367
2013-12-01,120.2685769834785,129.63260773073623,129.97743424573014,-9.364030747257742,-0.3448265149939118,120.2685769834785,130.02282647897462,130.0577246439552,-9.754249495496117,-0.034898164980575075,0.0,-0.39021874823839653,-0.08029039822505979,0.3902187482383752,-0.30992835001333674
2014-01-01,122.20722499357255,128.95108616721606,130.11954762529643,-6.743861173643511,-1.1684614580803725,122.20722499357255,129.02584305232946,130.18550616264858,-6.818618058756924,-1.1596631103191157,0.0,-0.07475688511340195,-0.06595853735214519,0.07475688511341261,-0.008798347761256764
2014-02-01,127.41944589165624,130.79677648144337,130.32999762004383,-3.377330589787129,0.46677886139954694,127.41944589165624,131.14876480091246,130.3740560353104,-3.7293189092562344,0.774708765602071,0.0,-0.35198831946908626,-0.04405841526656218,0.35198831946910536,-0.3079299042025241
2014-03-01,129.52788925982333,130.82521523236417,130.561303134991,-1.2973259725408575,0.2639120973731792,129.52788925982333,131.08078142858105,130.52879572202815,-1.5528921687577282,0.5519857065528981,0.0,-0.2555661962168756,0.03250741296284332,0.2555661962168707,-0.2880736091797189
2014-04-01,132.41466965367113,130.2799374379452,130.75563380146212,2.134732215725926,-0.47569636351693134,132.41466965367113,130.05812436808728,130.62581001096288,2.356545285583848,-0.5676856428756025,0.0,0.22181306985791593,0.12982379049924475,-0.2218130698579217,0.09198927935867118
2014-05-01,137.2162294604984,131.4110428947545,130.86537101411864,5.8051865657438935,0.5456718806358651,137.2162294604984,132.03762052504027,130.67790151290632,5.17860893545812,1.3597190121339509,0.0,-0.626577630285766,0.18746950121231976,0.6265776302857731,-0.8140471314980857
2014-06-01,137.9177377329392,130.565156120676,130.8769114359838,7.352581612263211,-0.3117553153078063,137.9177377329392,130.3157514991574,130.65605454757855,7.601986233781822,-0.34030304842116266,0.0,0.24940462151860743,0.22085688840525108,-0.24940462151861098,0.028547733113356344
2014-07-01,138.8502531068464,130.77345643753176,130.81508832230372,8.076796669314627,-0.04163188477195945,138.8502531068464,130.39590422771929,130.60986134321917,8.454348879127114,-0.2139571154998805,0.0,0.37755220981247817,0.20522697908455712,-0.37755220981248705,0.17232523072792105
2014-08-01,136.02276187833218,131.05841763976343,130.74335548147172,4.964344238568733,0.3150621582917097,136.02276187833218,130.90214761634428,130.57746150159298,5.120614261987901,0.3246861147513016,0.0,0.15627002341915386,0.16589397987874577,-0.15627002341916807,-0.00962395645959191
2014-09-01,130.98327123180692,130.7690189868526,130.71887139138425,0.21425224495432804,0.050147595468331474,130.98327123180692,130.18996998814848,130.548304217614,0.7933012436584495,-0.35833422946552673,0.0,0.5790489987041099,0.17056717377025166,-0.5790489987041214,0.4084818249338582
2014-10-01,128.16593936285875,130.23534097423013,130.76890459341644,-2.069401611371378,-0.5335636191863102,128.16593936285875,130.18695496485495,130.55109455582175,-2.0210156019961945,-0.3641395909668006,0.0,0.048386009375178674,0.2178100375946883,-0.04838600937518356,-0.16942402821950964
2014-11-01,125.24580890026486,130.8320670940831,130.87841125804468,-5.58625819381824,-0.04634416396157803,125.24580890026486,130.8645048244454,130.5944066078627,-5.618695924180518,0.2700982165826815,0.0,-0.032437730362289585,0.28400465018196996,0.03243773036227804,-0.31644238054425955
2014-12-01,119.5418483019514,128.93619630654553,130.99892587451006,-9.39434800459413,-2.0627295679645385,119.5418483019514,129.30178462211626,130.697028478723,-9.75993632016486,-1.3952438566067542,0.0,-0.3655883155707329,0.30189739578705144,0.36558831557072935,-0.6674857113577843
2015-01-01,124.68883986405798,131.44997797142963,131.07625551342718,-6.761138107371649,0.3737224580024474,124.68883986405798,131.5084671358522,130.8732759897488,-6.819627271794193,0.6351911461033808,0.0,-0.058489164422553586,0.2029795236783798,0.058489164422543816,-0.2614686881009334
2015-02-01,128.00552832330266,131.4152655577842,131.09443418363392,-3.4097372344815637,0.32083137415028773,128.00552832330266,131.73724058723226,131.0261913747288,-3.7317122639295977,0.7110492125034682,0.0,-0.3219750294480548,0.06824280890512568,0.3219750294480339,-0.39021783835318047
2015-03-01,129.6419489509899,131.0218142754284,131.07300263659437,-1.3798653244385028,-0.05118836116596981,129.6419489509899,131.20397033198273,131.09512924658202,-1.5620213809928287,0.10884108540071225,0.0,-0.18215605655433365,-0.02212660998765159,0.18215605655432587,-0.16002944656668205
2015-04-01,132.60527106344873,130.43427716980673,131.0823205525338,2.1709938936419944,-0.6480433827270531,132.60527106344873,130.24572616121498,131.15884742048195,2.3595449022337647,-0.9131212592669726,0.0,0.18855100859175877,-0.07652686794816077,-0.18855100859177032,0.26507787653991954
2015-05-01,136.90741148108353,131.17444079429498,131.176155171535,5.732970686788546,-0.0017143772400061152,136.90741148108353,131.7332552687136,131.26986695686278,5.17415621236993,0.46338831185082086,0.0,-0.5588144744186252,-0.09371178532779822,0.5588144744186163,-0.46510268909082697
2015-06-01,138.88275541240066,131.48152425357878,131.31440985793293,7.40123115882186,0.16711439564585362,138.88275541240066,131.27683799512346,131.39391504288847,7.605917417277199,-0.11707704776500805,0.0,0.2046862584553253,-0.07950518495553638,-0.2046862584553395,0.28419144341086167
2015-07-01,139.22954688457534,131.21837302888045,131.46254966475496,8.011173855694897,-0.24417663587450988,139.22954688457534,130.77378700069264,131.54503487851716,8.455759883882708,-0.7712478778245213,0.0,0.444586028187814,-0.08248521376219742,-0.44458602818781046,0.5270712419500114
2015-08-01,137.28703691232482,132.26968612926598,131.56471896218267,5.017350783058843,0.7049671670833106,137.28703691232482,132.16652852953504,131.73335619398108,5.120508382789785,0.4331723355539623,0.0,0.10315759973093463,-0.16863723179841372,-0.10315759973094174,0.27179483152934836
2015-09-01,134.76970300075018,134.48446010776888,131.57041550780008,0.28524289298130756,2.914044599968804,134.76970300075018,133.9696402974531,131.82473068949395,0.8000627032970808,2.144909607959164,0.0,0.5148198103157711,-0.2543151816938689,-0.5148198103157733,0.76913499200964
2015-10-01,128.85959856351002,130.89926843786267,131.49907260550432,-2.039669874352667,-0.5998041676416506,128.85959856351002,130.87959536931902,131.7645482322248,-2.0199968058090008,-0.8849528629057772,0.0,0.01967306854365347,-0.2654756267204732,-0.01967306854366635,0.2851486952641267
2015-11-01,125.11048249998449,130.57689431776268,131.42450208452294,-5.46641181777819,-0.8476077667602624,125.11048249998449,130.72315398727815,131.71714369521484,-5.61267148729368,-0.9939897079366915,0.0,-0.14625966951547298,-0.2926416106919021,0.14625966951548985,0.1463819411764291
2015-12-01,123.04893606887816,132.5290332046909,131.40932244324384,-9.48009713581273,1.1197107614470667,123.04893606887816,132.81085169763077,131.73873760467808,-9.76191562875261,1.0721140929526882,0.0,-0.2818184929398626,-0.3294151614342411,0.2818184929398786,0.04759666849437849
2016-01-01,124.08094828143243,130.88200365939235,131.4882491062947,-6.801055377959919,-0.6062454469023351,124.08094828143243,130.90201751150087,131.7621151532744,-6.82106923006844,-0.8600976417735353,0.0,-0.02001385210851936,-0.2738660469797196,0.020013852108521135,0.25385219487120025
2016-02-01,128.06015187585325,131.5049237709622,131.6598488051773,-3.4447718951089517,-0.15492503421509696,128.06015187585325,131.7962170293798,131.812015782632,-3.7360651535265355,-0.015798753252198594,0.0,-0.29129325841759623,-0.15216697745469787,0.2912932584175838,-0.13912628096289836
2016-03-01,130.57507549163793,132.03586636617536,131.91050812207948,-1.4607908745374303,0.12535824409587804,130.57507549163793,132.14702675556475,131.885805394697,-1.571951263926823,0.2612213608677507,0.0,-0.1111603893893971,0.024702727382475587,0.11116038938939266,-0.13586311677187268
2016-04-01,134.40229674163683,132.17593149529975,132.1977768210181,2.226365246337081,-0.02184532571834552,134.40229674163683,132.03724129462262,131.94483829443178,2.3650554470142255,0.09240300019084202,0.0,0.13869020067713222,0.25293852658631977,-0.13869020067714466,-0.11424832590918754
2016-05-01,135.9062563433601,130.2629700628596,132.5000960778945,5.643286280500493,-2.237126015034903,135.9062563433601,130.73793778755729,132.04222161576934,5.168318555802803,-1.30428382821205,0.0,-0.47496772469767734,0.4578744621251758,0.4749677246976898,-0.9328421868228531
2016-06-01,140.5092278959866,133.05684069153227,132.77342336729296,7.452387204454326,0.2834173242393092,140.5092278959866,132.8995012425111,132.21293321165263,7.609726653475516,0.6865680308584672,0.0,0.1573394490211797,0.5604901556403377,-0.15733944902118946,-0.403150706619158
2016-07-01,140.67034096968808,132.69670365865755,132.9471176470202,7.973637311030517,-0.25041398836265216,140.67034096968808,132.21151667291397,132.3912246799125,8.458824296774118,-0.1797080069985384,0.0,0.48518698574358154,0.5558929671076953,-0.4851869857436011,-0.07070598136411377
2016-08-01,138.48071802759137,133.39000550656687,132.96705112587364,5.090712521024507,0.422954380693227,138.48071802759137,133.362381761208,132.5191848058089,5.1183362663833485,0.8431969553991223,0.0,0.027623745358852148,0.44786632006474747,-0.02762374535884149,-0.4202425747058953
2016-09-01,133.29787664215584,132.9368795788247,132.89206261499945,0.3609970633311598,0.04481696382524092,133.29787664215584,132.49677445799313,132.58525817725956,0.8011021841627052,-0.08848371926643495,0.0,0.4401051208315607,0.30680443773988486,-0.4401051208315454,0.13330068309167586
2016-10-01,130.53370246316157,132.57412245287364,132.74268061285161,-2.040419989712051,-0.16855815997797663,130.53370246316157,132.55032327806413,132.6227988031947,-2.0166208149025624,-0.07247552513058508,0.0,0.023799174809511214,0.11988180965690276,-0.023799174809488566,-0.09608263484739155
2016-11-01,127.13983021096458,132.5134952300617,132.57897139995694,-5.373665019097121,-0.0654761698952484,127.13983021096458,132.74396650897745,132.66223565297668,-5.604136298012874,0.08173085600077457,0.0,-0.2304712789157577,-0.08326425301973472,0.23047127891575325,-0.14720702589602297
2016-12-01,123.00240132990197,132.55036930588534,132.5069004922667,-9.547967975983378,0.043468813618630975,123.00240132990197,132.76823965895645,132.697424106184,-9.765838329054482,0.07081555277244433,0.0,-0.21787035307110614,-0.19052361391729278,0.21787035307110436,-0.02734673915381336
2017-01-01,125.51386512529092,132.3341595518181,132.5513103861731,-6.820294426527159,-0.21715083435501015,125.51386512529092,132.33386847259735,132.7415710726379,-6.820003347306413,-0.40770260004055103,0.0,0.00029107922074445014,-0.19026068646479644,-0.0002910792207462265,0.19055176568554089
2017-02-01,129.25633734193826,132.73759374284228,132.70326755693372,-3.4812564009040274,0.03432618590855441,129.25633734193826,132.99688574356372,132.81324025414662,-3.740548401625449,0.18364548941710268,0.0,-0.25929200072144454,-0.10997269721289626,0.25929200072142145,-0.14931930350854827
2017-03-01,130.29838807566455,131.88226707204686,132.89668776659255,-1.5838789963823117,-1.0144206945456915,130.29838807566455,131.88004870368272,132.9371074257592,-1.5816606280181604,-1.0570587220764764,0.0,0.002218368364140133,-0.040419659166644806,-0.0022183683641512353,0.04263802753078494
2017-04-01,135.80462024531033,133.52415729872502,133.05922074439172,2.2804629465853226,0.46493655433329195,135.80462024531033,133.43382408499184,133.12331705654353,2.3707961603184806,0.31050702844831335,0.0,0.09033321373317449,-0.06409631215180411,-0.09033321373315806,0.1544295258849786
2017-05-01,139.63110196326969,134.0459410133868,133.18118277428667,5.585160949882882,0.8647582391001265,139.63110196326969,134.46589576604813,133.2805838161708,5.165206197221538,1.185311949877331,0.0,-0.4199547526613401,-0.09940104188413557,0.41995475266134363,-0.3205537107772045
2017-06-01,140.1197473763559,132.64610898135538,133.2808956601026,7.473638395000495,-0.6347866787472185,140.1197473763559,132.50765960243803,133.36998258966884,7.612087773917865,-0.8623229872308116,0.0,0.13844937891735754,-0.08908692956623554,-0.13844937891736997,0.22753630848359307
2017-07-01,141.73872882573318,133.73899201809638,133.42043442387057,7.999736807636799,0.3185575942258083,141.73872882573318,133.27586391744006,133.48912047112913,8.46286490829312,-0.21325655368906382,0.0,0.46312810065631993,-0.06868604725855221,-0.4631281006563217,0.5318141479148721
2017-08-01,137.97151642753158,132.85097020528607,133.66687643156007,5.12054622224552,-0.8159062262739951,137.97151642753158,132.8578671788,133.7020175413844,5.113649248731565,-0.8441503625844007,0.0,-0.0068969735139319255,-0.03514110982433749,0.006896973513955018,0.028244136310405565
2017-09-01,134.71074931488127,134.2628690393745,134.02526893022767,0.44788027550677684,0.2376001091468254,134.71074931488127,133.90991934983325,134.00581209128265,0.8008299650480379,-0.09589274144940418,0.0,0.35294968954124784,0.019456838945018262,-0.3529496895412611,0.3334928505962296
2017-10-01,132.32728983886918,134.4147666061176,134.45263790749996,-2.0874767672484413,-0.03787130138235284,132.32728983886918,134.3404874430379,134.35731003698845,-2.0131976041687007,-0.016822593950564624,0.0,0.07427916307972282,0.09532787051151104,-0.07427916307974058,-0.021048707431788216
2017-11-01,129.590119685504,134.841680528322,134.85425986386008,-5.251560842818013,-0.012579335538077885,129.590119685504,135.18611404106545,134.69135644940292,-5.595994355561452,0.49475759166253397,0.0,-0.3444335127434499,0.16290341445716194,0.34443351274343925,-0.5073369272006119
2017-12-01,126.01798400766457,135.62058077124257,135.12461052155072,-9.602596763578006,0.495970249691851,126.01798400766457,135.7891822177592,134.94329836620045,-9.771198210094635,0.8458838515587388,0.0,-0.16860144651661813,0.18131215535026968,0.16860144651662878,-0.3499136018668878
2018-01-01,128.52147778470356,135.2835907788679,135.2576496312172,-6.762112994164326,0.025941147650712537,128.52147778470356,135.33920900915052,135.08856594213145,-6.817731224446957,0.2506430670190696,0.0,-0.0556182302826187,0.16908368908573834,0.05561823028263113,-0.22470191936835704
2018-02-01,131.35661919904896,134.95630020431898,135.298825124611,-3.599681005270015,-0.3425249202920213,131.35661919904896,135.10209855123014,135.17239616375642,-3.7454793521811767,-0.07029761252627509,0.0,-0.1457983469111639,0.12642896085458233,0.14579834691116167,-0.2722273077657462
2018-03-01,133.82525334242726,135.51802585422865,135.27923422713502,-1.6927725118013874,0.238791627093633,133.82525334242726,135.41394888559716,135.24010494648945,-1.5886955431699001,0.17384393910771223,0.0,0.10407696863148885,0.03912928064556809,-0.1040769686314873,0.06494768798592077
2018-04-01,137.24424728719472,134.8959170111939,135.2659075933919,2.348330276000846,-0.36999058219799963,137.24424728719472,134.86803028912556,135.31493740247595,2.3762169980691756,-0.4469071133503917,0.0,0.027886722068330982,-0.04902980908406107,-0.02788672206832965,0.07691653115239205
2018-05-01,140.868940681104,135.427687249191,135.27958821867944,5.441253431912995,0.1480990305115597,140.868940681104,135.7090967536194,135.40487456969558,5.159843927484577,0.3042221839238266,0.0,-0.2814095044284102,-0.12528635101614327,0.28140950442841817,-0.1561231534122669
2018-06-01,143.20968168452322,135.66948762563348,135.36556928750306,7.540194058889747,0.3039183381304156,143.20968168452322,135.5928763142522,135.4887321027344,7.616805370271006,0.10414421151781994,0.0,0.07661131138127075,-0.12316281523132488,-0.0766113113812592,0.19977412661259564
2018-07-01,143.22095265443934,135.17685320545263,135.50334889319427,8.044099448986708,-0.32649568774164095,143.22095265443934,134.75281095771174,135.59248047416793,8.468141696727614,-0.8396695164561834,0.0,0.4240422477408856,-0.08913158097365681,-0.42404224774090515,0.5131738287145424
