date,y,ycal,sa,t,s,i
2022-08-01,140.75,140.75,144.75000000000057,144.75000000000074,-4.000000000000573,-1.7053025658242404e-13
2022-09-01,144.0,144.0,145.00000000000048,145.0000000000008,-1.0000000000004796,-3.126388037344441e-13
2022-10-01,146.25,146.25,145.25000000000045,145.2500000000008,0.9999999999995399,-3.410605131648481e-13
2022-11-01,149.5,149.5,145.50000000000057,145.5000000000008,3.999999999999436,-2.2737367544323206e-13
2022-12-01,145.75,145.75,145.75000000000048,145.75000000000077,-4.778399897986674e-13,-2.8421709430404007e-13
2023-01-01,144.0,144.0,146.0000000000004,146.0000000000008,-2.0000000000003837,-3.979039320256561e-13
2023-02-01,148.25,148.25,146.25000000000048,146.25000000000082,1.999999999999507,-3.410605131648481e-13
2023-03-01,151.5,151.5,146.50000000000048,146.50000000000077,4.999999999999508,-2.8421709430404007e-13
2023-04-01,149.75,149.75,146.75000000000043,146.75000000000082,2.9999999999995763,-3.979039320256561e-13
2023-05-01,147.0,147.0,147.00000000000045,147.00000000000082,-4.654054919228656e-13,-3.694822225952521e-13
2023-06-01,144.25,144.25,147.25000000000057,147.25000000000085,-3.000000000000578,-2.8421709430404007e-13
2023-07-01,142.5,142.5,147.5000000000006,147.50000000000082,-5.0000000000005835,-2.2737367544323206e-13
2023-08-01,143.75,143.75,147.75000000000057,147.7500000000008,-4.000000000000579,-2.2737367544323206e-13
2023-09-01,147.0,147.0,148.00000000000048,148.00000000000077,-1.0000000000004867,-2.8421709430404007e-13
2023-10-01,149.25,149.25,148.25000000000048,148.25000000000082,0.9999999999995302,-3.410605131648481e-13
2023-11-01,152.5,152.5,148.50000000000057,148.5000000000008,3.999999999999436,-2.2737367544323206e-13
2023-12-01,148.75,148.75,148.7500000000005,148.7500000000008,-4.982680934517703e-13,-2.8421709430404007e-13
2024-01-01,147.0,147.0,149.0000000000004,149.0000000000008,-2.00000000000039,-3.979039320256561e-13
2024-02-01,151.25,151.25,149.2500000000005,149.25000000000082,1.9999999999994866,-3.126388037344441e-13
2024-03-01,154.5,154.5,149.5000000000005,149.5000000000008,4.99999999999949,-2.8421709430404007e-13
2024-04-01,152.75,152.75,149.75000000000045,149.75000000000082,2.999999999999546,-3.694822225952521e-13
2024-05-01,150.0,150.0,150.00000000000048,150.00000000000085,-4.760636329592671e-13,-3.694822225952521e-13
2024-06-01,147.25,147.25,150.25000000000057,150.2500000000008,-3.000000000000578,-2.2737367544323206e-13
2024-07-01,145.5,145.5,150.5000000000006,150.5000000000008,-5.000000000000591,-1.9895196601282805e-13
2024-08-01,146.75,146.75,150.7500000000006,150.75000000000085,-4.000000000000585,-2.5579538487363607e-13
2024-09-01,150.0,150.0,151.0000000000005,151.00000000000082,-1.0000000000005027,-3.126388037344441e-13
2024-10-01,152.25,152.25,151.25000000000048,151.25000000000082,0.9999999999995204,-3.410605131648481e-13
2024-11-01,155.5,155.5,151.5000000000006,151.5000000000008,3.9999999999994094,-1.9895196601282805e-13
2024-12-01,151.75,151.75,151.75000000000048,151.75000000000082,-4.938272013532696e-13,-3.410605131648481e-13
