quarter,series,preprocessing.y,preprocessing.y_f,preprocessing.y_ef,preprocessing.yc,preprocessing.yc_f,preprocessing.yc_ef,preprocessing.l,preprocessing.y_lin,preprocessing.y_lin_f,preprocessing.ycal,preprocessing.ycal_f,preprocessing.det,preprocessing.det_f,preprocessing.l_f,preprocessing.l_b,preprocessing.cal,preprocessing.cal_f,preprocessing.tde,preprocessing.tde_f,preprocessing.mhe,preprocessing.mhe_f,preprocessing.ee,preprocessing.ee_f,preprocessing.omhe,preprocessing.omhe_f,preprocessing.out,preprocessing.out_f,preprocessing.out_i,preprocessing.out_i_f,preprocessing.out_t,preprocessing.out_t_f,preprocessing.out_s,preprocessing.out_s_f,preprocessing.reg,preprocessing.reg_f,preprocessing.reg_t,preprocessing.reg_t_f,preprocessing.reg_s,preprocessing.reg_s_f,preprocessing.reg_i,preprocessing.reg_i_f,preprocessing.reg_sa,preprocessing.reg_sa_f,preprocessing.reg_y,preprocessing.reg_y_f,preprocessing.reg_u,preprocessing.reg_u_f,preprocessing.fullresiduals,preprocessing.fcasts(-2),preprocessing.bcasts(-2),preprocessing.lin_fcasts(-2),preprocessing.lin_bcasts(-2),preprocessing.efcasts(-2),decomposition.y_lin,decomposition.y_lin_f,decomposition.y_lin_ef,decomposition.t_lin,decomposition.t_lin_f,decomposition.t_lin_e,decomposition.t_lin_ef,decomposition.sa_lin,decomposition.sa_lin_f,decomposition.sa_lin_e,decomposition.sa_lin_ef,decomposition.s_lin,decomposition.s_lin_f,decomposition.s_lin_e,decomposition.s_lin_ef,decomposition.i_lin,decomposition.i_lin_f,decomposition.i_lin_e,decomposition.i_lin_ef,decomposition.y_cmp,decomposition.y_cmp_f,decomposition.t_cmp,decomposition.t_cmp_f,decomposition.sa_cmp,decomposition.sa_cmp_f,decomposition.s_cmp,decomposition.s_cmp_f,decomposition.i_cmp,decomposition.i_cmp_f,decomposition.i_cmp_e,decomposition.t_cmp_e,decomposition.s_cmp_e,decomposition.sa_cmp_e,decomposition.i_cmp_ef,decomposition.t_cmp_ef,decomposition.s_cmp_ef,decomposition.sa_cmp_ef,decomposition.si_cmp,final.y,final.y_f,final.t,final.t_f,final.sa,final.sa_f,final.s,final.s_f,final.i,final.i_f
2007-07-01,110.5776712469551,110.5776712469551,,,110.5776712469551,,,110.5776712469551,110.5776712469551,,110.5776712469551,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.31894056449265124,,,,,,110.5776712469551,,,105.50058691518244,,0.188042597595354,,105.75130667926382,,0.09742731902281877,,4.826364567691293,,0.09742731902281877,,0.2507197636769082,,0.20869980379126182,,110.5776712469551,,105.50058691518244,,105.75130667926382,,4.826364567691293,,0.2507197640813814,,0.20869980379126182,0.188042597595354,0.09742731902281877,0.09742731902281877,,,,,5.077084331772674,110.5776712469551,,105.50058691518244,,105.75130667926382,,4.826364567691293,,0.2507197640813814,
2007-10-01,103.54929142483948,103.54929142483948,,,103.54929142483948,,,103.54929142483948,103.54929142483948,,103.54929142483948,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.060155076667467,,,,,,103.54929142483948,,,106.22043072958513,,0.18804258570922308,,106.37573888595097,,0.09718219941900194,,-2.826447461111485,,0.09718219941900194,,0.15530815597459913,,0.20858769039135586,,103.54929142483948,,106.22043072958513,,106.37573888595097,,-2.826447461111485,,0.15530815636583384,,0.20858769039135586,0.18804258570922308,0.09718219941900194,0.09718219941900194,,,,,-2.671139304745651,103.54929142483948,,106.22043072958513,,106.37573888595097,,-2.826447461111485,,0.15530815636583384,
2008-01-01,103.0874493006749,103.0874493006749,,,103.0874493006749,,,103.0874493006749,103.0874493006749,,103.0874493006749,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.15685875166208313,,,,,,103.0874493006749,,,106.76319108785142,,0.188038161663539,,107.0341498590703,,0.09560420076926208,,-3.946700558395393,,0.09560420076926208,,0.27095877081548636,,0.20796139038967604,,103.0874493006749,,106.76319108785142,,107.0341498590703,,-3.946700558395393,,0.27095877121887213,,0.20796139038967604,0.188038161663539,0.09560420076926208,0.09560420076926208,,,,,-3.675741787176521,103.0874493006749,,106.76319108785142,,107.0341498590703,,-3.946700558395393,,0.27095877121887213,
2008-04-01,109.00695071548233,109.00695071548233,,,109.00695071548233,,,109.00695071548233,109.00695071548233,,109.00695071548233,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.32639878920744597,,,,,,109.00695071548233,,,107.13542757740949,,0.1880381086807765,,107.05936903922093,,0.09543092290894943,,1.9475816762614016,,0.09543092290894943,,-0.07605853858583633,,0.20787783316261005,,109.00695071548233,,107.13542757740949,,107.05936903922093,,1.9475816762614016,,-0.0760585381885619,,0.20787783316261005,0.1880381086807765,0.09543092290894943,0.09543092290894943,,,,,1.8715231380728397,109.00695071548233,,107.13542757740949,,107.05936903922093,,1.9475816762614016,,-0.0760585381885619,
2008-07-01,112.30148186691503,112.30148186691503,,,112.30148186691503,,,112.30148186691503,112.30148186691503,,112.30148186691503,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.8485516641885175,,,,,,112.30148186691503,,,107.4184918662379,,0.18803439183353943,,107.47721747886958,,0.09531639399791736,,4.8242643880454485,,0.09531639399791736,,0.0587256122203183,,0.20784850639266586,,112.30148186691503,,107.4184918662379,,107.47721747886958,,4.8242643880454485,,0.05872561263167597,,0.20784850639266586,0.18803439183353943,0.09531639399791736,0.09531639399791736,,,,,4.8829900006771245,112.30148186691503,,107.4184918662379,,107.47721747886958,,4.8242643880454485,,0.05872561263167597,
2008-10-01,104.86326098952891,104.86326098952891,,,104.86326098952891,,,104.86326098952891,104.86326098952891,,104.86326098952891,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.24699126997387358,,,,,,104.86326098952891,,,107.66379220853628,,0.18803438110583817,,107.68716648417343,,0.09509029057160659,,-2.823905494644523,,0.09509029057160659,,0.023374275238940534,,0.20774691209046364,,104.86326098952891,,107.66379220853628,,107.68716648417343,,-2.823905494644523,,0.023374275637152664,,0.20774691209046364,0.18803438110583817,0.09509029057160659,0.09509029057160659,,,,,-2.8005312190073703,104.86326098952891,,107.66379220853628,,107.68716648417343,,-2.823905494644523,,0.023374275637152664,
2009-01-01,103.95999167463995,103.95999167463995,,,103.95999167463995,,,103.95999167463995,103.95999167463995,,103.95999167463995,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.8605669151187069,,,,,,103.95999167463995,,,107.90151635548004,,0.18803038823496862,,107.9088019856338,,0.09363550506099622,,-3.9488103109938435,,0.09363550506099622,,0.007285629743487121,,0.20717946580297053,,103.95999167463995,,107.90151635548004,,107.9088019856338,,-3.9488103109938435,,0.007285630153759826,,0.20717946580297053,0.18803038823496862,0.09363550506099622,0.09363550506099622,,,,,-3.9415246808400837,103.95999167463995,,107.90151635548004,,107.9088019856338,,-3.9488103109938435,,0.007285630153759826,
2009-04-01,110.02580278625096,110.02580278625096,,,110.02580278625096,,,110.02580278625096,110.02580278625096,,110.02580278625096,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.4937199176501186,,,,,,110.02580278625096,,,108.18980097096119,,0.1880303404160493,,108.07645384987482,,0.09347584239206508,,1.9493489363761345,,0.09347584239206508,,-0.11334712149053039,,0.20710377217542514,,110.02580278625096,,108.18980097096119,,108.07645384987482,,1.9493489363761345,,-0.11334712108636325,,0.20710377217542514,0.1880303404160493,0.09347584239206508,0.09347584239206508,,,,,1.8360018152897712,110.02580278625096,,108.18980097096119,,108.07645384987482,,1.9493489363761345,,-0.11334712108636325,
2009-07-01,113.0027980197986,113.0027980197986,,,113.0027980197986,,,113.0027980197986,113.0027980197986,,113.0027980197986,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.9544263715889576,,,,,,113.0027980197986,,,108.57122813089816,,0.18802698582606236,,108.18061926865192,,0.0933703219522194,,4.8221787511466765,,0.0933703219522194,,-0.39060886266444006,,0.20707720601231244,,113.0027980197986,,108.57122813089816,,108.18061926865192,,4.8221787511466765,,-0.39060886224623914,,0.20707720601231244,0.18802698582606236,0.0933703219522194,0.0933703219522194,,,,,4.431569888900437,113.0027980197986,,108.57122813089816,,108.18061926865192,,4.8221787511466765,,-0.39060886224623914,
2009-10-01,106.9647444944057,106.9647444944057,,,106.9647444944057,,,106.9647444944057,106.9647444944057,,106.9647444944057,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.8936502175521307,,,,,,106.9647444944057,,,108.95253446285722,,0.18802697614393066,,109.78641664155526,,0.09316202525200591,,-2.821672147149562,,0.09316202525200591,,0.8338821782929541,,0.20698517768348543,,106.9647444944057,,108.95253446285722,,109.78641664155526,,-2.821672147149562,,0.8338821786980475,,0.20698517768348543,0.18802697614393066,0.09316202525200591,0.09316202525200591,,,,,-1.9877899684515143,106.9647444944057,,108.95253446285722,,109.78641664155526,,-2.821672147149562,,0.8338821786980475,
2010-01-01,104.72275342458059,104.72275342458059,,,104.72275342458059,,,104.72275342458059,104.72275342458059,,104.72275342458059,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-1.0464467947293146,,,,,,104.72275342458059,,,109.22412476489265,,0.18802337243978157,,108.67364089489583,,0.09182252753276139,,-3.950887470315232,,0.09182252753276139,,-0.5504838704139039,,0.20647123666539008,,104.72275342458059,,109.22412476489265,,108.67364089489583,,-3.950887470315232,,-0.5504838699968246,,0.20647123666539008,0.18802337243978157,0.09182252753276139,0.09182252753276139,,,,,-4.5013713403120565,104.72275342458059,,109.22412476489265,,108.67364089489583,,-3.950887470315232,,-0.5504838699968246,
2010-04-01,111.80699894114697,111.80699894114697,,,111.80699894114697,,,111.80699894114697,111.80699894114697,,111.80699894114697,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0983167335365722,,,,,,111.80699894114697,,,109.46249647070857,,0.18802332928159712,,109.85568146008404,,0.09167559461684678,,1.9513174810629272,,0.09167559461684678,,0.39318498896443577,,0.20640268998399777,,111.80699894114697,,109.46249647070857,,109.85568146008404,,1.9513174810629272,,0.3931849893754702,,0.20640268998399777,0.18802332928159712,0.09167559461684678,0.09167559461684678,,,,,2.3445024704383974,111.80699894114697,,109.46249647070857,,109.85568146008404,,1.9513174810629272,,0.3931849893754702,
2010-07-01,113.99015000309348,113.99015000309348,,,113.99015000309348,,,113.99015000309348,113.99015000309348,,113.99015000309348,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-1.217108435871141,,,,,,113.99015000309348,,,109.80630566263048,,0.18802030165387335,,109.1690501406243,,0.0915784957161245,,4.821099862469184,,0.0915784957161245,,-0.6372555224311733,,0.20637863272429513,,113.99015000309348,,109.80630566263048,,109.1690501406243,,4.821099862469184,,-0.6372555220061855,,0.20637863272429513,0.18802030165387335,0.0915784957161245,0.0915784957161245,,,,,4.183844340462999,113.99015000309348,,109.80630566263048,,109.1690501406243,,4.821099862469184,,-0.6372555220061855,
2010-10-01,107.55769106288325,107.55769106288325,,,107.55769106288325,,,107.55769106288325,107.55769106288325,,107.55769106288325,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.15547455423306406,,,,,,107.55769106288325,,,110.3021579597274,,0.18802029291543884,,110.37908189278055,,0.09138684302065629,,-2.8213908298973003,,0.09138684302065629,,0.07692393264120712,,0.20629529771469587,,107.55769106288325,,110.3021579597274,,110.37908189278055,,-2.8213908298973003,,0.07692393305315193,,0.20629529771469587,0.18802029291543884,0.09138684302065629,0.09138684302065629,,,,,-2.7444668968441484,107.55769106288325,,110.3021579597274,,110.37908189278055,,-2.8213908298973003,,0.07692393305315193,
2011-01-01,107.21579101599279,107.21579101599279,,,107.21579101599279,,,107.21579101599279,107.21579101599279,,107.21579101599279,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3721564596029965,,,,,,107.21579101599279,,,110.80427278994227,,0.18801704045987588,,111.1677684013831,,0.09015502128789114,,-3.951977385390303,,0.09015502128789114,,0.36349561101697014,,0.20582996778698917,,107.21579101599279,,110.80427278994227,,111.1677684013831,,-3.951977385390303,,0.36349561144082543,,0.20582996778698917,0.18801704045987588,0.09015502128789114,0.09015502128789114,,,,,-3.5884817739494776,107.21579101599279,,110.80427278994227,,111.1677684013831,,-3.951977385390303,,0.36349561144082543,
2011-04-01,113.2801572463687,113.2801572463687,,,113.2801572463687,,,113.2801572463687,113.2801572463687,,113.2801572463687,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2974341985503176,,,,,,113.2801572463687,,,111.17029727343476,,0.1880170015083031,,111.32770610801737,,0.09001996853975042,,1.952451138351338,,0.09001996853975042,,0.15740883416480744,,0.20576791261660438,,113.2801572463687,,111.17029727343476,,111.32770610801737,,1.952451138351338,,0.15740883458261123,,0.20576791261660438,0.1880170015083031,0.09001996853975042,0.09001996853975042,,,,,2.1098599729339496,113.2801572463687,,111.17029727343476,,111.32770610801737,,1.952451138351338,,0.15740883458261123,
2011-07-01,115.83809850198027,115.83809850198027,,,115.83809850198027,,,115.83809850198027,115.83809850198027,,115.83809850198027,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.7664086825288203,,,,,,115.83809850198027,,,111.4680683752934,,0.1880142689844652,,111.01641525234481,,0.08993072810679933,,4.82168324963546,,0.08993072810679933,,-0.45165312338033425,,0.2057461340776373,,115.83809850198027,,111.4680683752934,,111.01641525234481,,4.82168324963546,,-0.45165312294858495,,0.2057461340776373,0.1880142689844652,0.08993072810679933,0.08993072810679933,,,,,4.370030126686875,115.83809850198027,,111.4680683752934,,111.01641525234481,,4.82168324963546,,-0.45165312294858495,
